iddesignacion;desde;hasta;idtipodesignacion;nroplaca
2706;1993-01-01;1999-01-01;4;762
2707;1992-01-01;1996-01-01;2;363
2708;1992-01-01;1996-01-01;3;240
2709;1994-01-01;1997-01-01;4;358
2710;1995-01-01;1998-01-01;2;983
2711;1992-01-01;1997-01-01;3;635
2712;1991-01-01;1997-01-01;3;179
2713;1994-01-01;1996-01-01;3;14
2714;1995-01-01;1999-01-01;2;282
2715;1992-01-01;1998-01-01;0;885
2716;1994-01-01;1999-01-01;2;979
2717;1991-01-01;1997-01-01;4;829
2718;1993-01-01;1998-01-01;3;559
2719;1995-01-01;1996-01-01;4;166
2720;1995-01-01;1999-01-01;3;539
2721;1995-01-01;1996-01-01;2;670
2722;1992-01-01;1996-01-01;2;73
2723;1992-01-01;1997-01-01;1;130
2724;1995-01-01;1996-01-01;4;583
2725;1994-01-01;1996-01-01;0;624
2726;1994-01-01;1997-01-01;3;789
2727;1994-01-01;1996-01-01;2;713
2728;1991-01-01;1996-01-01;3;785
2729;1994-01-01;1999-01-01;1;188
2730;1994-01-01;1999-01-01;4;445
2731;1993-01-01;1998-01-01;0;405
2732;1992-01-01;1997-01-01;1;375
2733;1993-01-01;1996-01-01;0;835
2734;1995-01-01;1998-01-01;3;841
2735;1991-01-01;1998-01-01;2;386
2736;1991-01-01;1999-01-01;3;850
2737;1995-01-01;1999-01-01;2;359
2738;1991-01-01;1997-01-01;3;351
2739;1991-01-01;1997-01-01;2;809
2740;1992-01-01;1998-01-01;1;150
2741;1994-01-01;1999-01-01;1;33
2742;1994-01-01;1997-01-01;1;824
2743;1995-01-01;1999-01-01;1;157
2744;1993-01-01;1997-01-01;3;73
2745;1994-01-01;1999-01-01;0;970
2746;1992-01-01;1998-01-01;2;708
2747;1995-01-01;1996-01-01;2;750
2748;1993-01-01;1997-01-01;4;282
2749;1991-01-01;1999-01-01;0;930
2750;1991-01-01;1996-01-01;4;349
2751;1994-01-01;1997-01-01;1;40
2752;1991-01-01;1996-01-01;1;161
2753;1994-01-01;1996-01-01;3;442
2754;1991-01-01;1997-01-01;4;280
2755;1993-01-01;1998-01-01;3;9
2756;1991-01-01;1997-01-01;1;264
2757;1991-01-01;1998-01-01;2;684
2758;1994-01-01;1997-01-01;4;99
2759;1994-01-01;1999-01-01;2;939
2760;1995-01-01;1998-01-01;3;353
2761;1995-01-01;1999-01-01;1;780
2762;1993-01-01;1997-01-01;4;260
2763;1991-01-01;1996-01-01;1;185
2764;1993-01-01;1996-01-01;0;557
2765;1995-01-01;1998-01-01;1;279
2766;1994-01-01;1999-01-01;3;634
2767;1991-01-01;1998-01-01;1;592
2768;1994-01-01;1996-01-01;3;92
2769;1991-01-01;1997-01-01;0;495
2770;1991-01-01;1998-01-01;2;949
2771;1995-01-01;1998-01-01;1;897
2772;1992-01-01;1996-01-01;3;973
2773;1992-01-01;1999-01-01;2;532
2774;1995-01-01;1999-01-01;0;643
2775;1994-01-01;1999-01-01;1;726
2776;1995-01-01;1999-01-01;0;686
2777;1992-01-01;1998-01-01;0;459
2778;1991-01-01;1997-01-01;4;795
2779;1991-01-01;1999-01-01;2;445
2780;1993-01-01;1997-01-01;0;108
2781;1993-01-01;1999-01-01;4;960
2782;1995-01-01;1996-01-01;1;512
2783;1993-01-01;1997-01-01;2;345
2784;1993-01-01;1998-01-01;3;851
2785;1992-01-01;1996-01-01;4;554
2786;1993-01-01;1999-01-01;2;761
2787;1994-01-01;1996-01-01;0;903
2788;1992-01-01;1997-01-01;4;573
2789;1991-01-01;1998-01-01;2;432
2790;1994-01-01;1997-01-01;3;784
2791;1993-01-01;1999-01-01;3;993
2792;1992-01-01;1997-01-01;1;715
2793;1993-01-01;1998-01-01;4;162
2794;1993-01-01;1996-01-01;3;995
2795;1992-01-01;1996-01-01;2;542
2796;1994-01-01;1998-01-01;1;205
2797;1995-01-01;1997-01-01;4;161
2798;1994-01-01;1998-01-01;0;898
2799;1991-01-01;1997-01-01;2;568
2800;1991-01-01;1998-01-01;2;583
2801;1991-01-01;1999-01-01;4;670
2802;1995-01-01;1997-01-01;3;250
2803;1995-01-01;1997-01-01;4;378
2804;1994-01-01;1999-01-01;2;953
2805;1994-01-01;1998-01-01;2;192
2806;1993-01-01;1999-01-01;3;796
2807;1994-01-01;1996-01-01;0;911
2808;1994-01-01;1997-01-01;1;933
2809;1993-01-01;1999-01-01;3;157
2810;1994-01-01;1997-01-01;4;610
2811;1995-01-01;1996-01-01;1;658
2812;1995-01-01;1997-01-01;2;970
2813;1992-01-01;1999-01-01;0;85
2814;1995-01-01;1998-01-01;1;220
2815;1992-01-01;1999-01-01;3;75
2816;1993-01-01;1996-01-01;4;287
2817;1993-01-01;1997-01-01;1;891
2818;1995-01-01;1998-01-01;4;78
2819;1992-01-01;1996-01-01;1;345
2820;1992-01-01;1999-01-01;3;485
2821;1991-01-01;1997-01-01;3;83
2822;1991-01-01;1999-01-01;4;110
2823;1995-01-01;1998-01-01;3;870
2824;1992-01-01;1997-01-01;3;933
2825;1995-01-01;1996-01-01;1;696
2826;1991-01-01;1997-01-01;1;611
2827;1995-01-01;1997-01-01;4;248
2828;1992-01-01;1999-01-01;3;594
2829;1991-01-01;1997-01-01;3;582
2830;1995-01-01;1996-01-01;1;560
2831;1991-01-01;1999-01-01;3;394
2832;1994-01-01;1997-01-01;3;535
2833;1995-01-01;1997-01-01;0;529
2834;1992-01-01;1996-01-01;3;726
2835;1993-01-01;1998-01-01;1;630
2836;1991-01-01;1998-01-01;3;115
2837;1995-01-01;1999-01-01;2;88
2838;1993-01-01;1999-01-01;4;816
2839;1993-01-01;1999-01-01;1;862
2840;1995-01-01;1997-01-01;0;256
2841;1993-01-01;1999-01-01;0;162
2842;1995-01-01;1997-01-01;1;768
2843;1995-01-01;1999-01-01;3;379
2844;1992-01-01;1996-01-01;2;884
2845;1995-01-01;1998-01-01;4;506
2846;1995-01-01;1999-01-01;3;153
2847;1994-01-01;1999-01-01;0;619
2848;1995-01-01;1998-01-01;1;133
2849;1991-01-01;1996-01-01;4;359
2850;1993-01-01;1999-01-01;3;2
2851;1995-01-01;1997-01-01;3;902
2852;1992-01-01;1998-01-01;2;465
2853;1992-01-01;1997-01-01;3;283
2854;1995-01-01;1996-01-01;4;595
2855;1995-01-01;1998-01-01;0;109
2856;1994-01-01;1999-01-01;0;482
2857;1995-01-01;1997-01-01;2;954
2858;1991-01-01;1997-01-01;0;797
2859;1994-01-01;1997-01-01;1;678
2860;1994-01-01;1997-01-01;0;775
2861;1995-01-01;1999-01-01;2;978
2862;1995-01-01;1998-01-01;0;769
2863;1991-01-01;1998-01-01;2;445
2864;1991-01-01;1996-01-01;2;53
2865;1992-01-01;1998-01-01;0;368
2866;1994-01-01;1996-01-01;3;427
2867;1992-01-01;1997-01-01;1;18
2868;1992-01-01;1998-01-01;2;755
2869;1991-01-01;1997-01-01;2;501
2870;1994-01-01;1996-01-01;2;128
2871;1991-01-01;1996-01-01;1;454
2872;1993-01-01;1997-01-01;3;614
2873;1993-01-01;1996-01-01;1;387
2874;1991-01-01;1997-01-01;2;272
2875;1994-01-01;1999-01-01;0;508
2876;1995-01-01;1998-01-01;2;166
2877;1994-01-01;1996-01-01;0;630
2878;1991-01-01;1998-01-01;3;447
2879;1991-01-01;1996-01-01;1;567
2880;1992-01-01;1996-01-01;1;216
2881;1991-01-01;1996-01-01;2;701
2882;1995-01-01;1997-01-01;0;785
2883;1995-01-01;1997-01-01;0;448
2884;1992-01-01;1998-01-01;3;746
2885;1993-01-01;1996-01-01;4;537
2886;1993-01-01;1998-01-01;4;971
2887;1992-01-01;1998-01-01;4;539
2888;1992-01-01;1998-01-01;0;361
2889;1995-01-01;1998-01-01;3;937
2890;1993-01-01;1998-01-01;1;931
2891;1993-01-01;1999-01-01;2;619
2892;1992-01-01;1997-01-01;4;910
2893;1991-01-01;1999-01-01;1;160
2894;1995-01-01;1998-01-01;4;257
2895;1991-01-01;1997-01-01;0;973
2896;1994-01-01;1996-01-01;4;438
2897;1993-01-01;1998-01-01;0;650
2898;1994-01-01;1997-01-01;1;764
2899;1994-01-01;1998-01-01;0;634
2900;1993-01-01;1996-01-01;4;175
2901;1993-01-01;1996-01-01;3;693
2902;1992-01-01;1998-01-01;1;906
2903;1995-01-01;1998-01-01;1;790
2904;1995-01-01;1999-01-01;1;822
2905;1994-01-01;1999-01-01;4;103
2906;1995-01-01;1999-01-01;3;487
2907;1992-01-01;1997-01-01;0;350
2908;1992-01-01;1998-01-01;3;1
2909;1995-01-01;1999-01-01;0;897
2910;1993-01-01;1998-01-01;0;359
2911;1995-01-01;1998-01-01;2;706
2912;1991-01-01;1997-01-01;4;695
2913;1995-01-01;1999-01-01;4;213
2914;1993-01-01;1997-01-01;2;734
2915;1991-01-01;1997-01-01;0;239
2916;1993-01-01;1997-01-01;0;396
2917;1995-01-01;1997-01-01;0;666
2918;1993-01-01;1996-01-01;3;220
2919;1993-01-01;1996-01-01;4;727
2920;1994-01-01;1997-01-01;0;517
2921;1994-01-01;1999-01-01;3;342
2922;1992-01-01;1997-01-01;1;967
2923;1994-01-01;1999-01-01;0;224
2924;1991-01-01;1998-01-01;3;722
2925;1993-01-01;1999-01-01;0;214
2926;1995-01-01;1997-01-01;2;404
2927;1993-01-01;1996-01-01;4;194
2928;1991-01-01;1997-01-01;1;274
2929;1991-01-01;1999-01-01;3;812
2930;1991-01-01;1998-01-01;1;814
2931;1991-01-01;1999-01-01;1;962
2932;1992-01-01;1999-01-01;3;570
2933;1992-01-01;1998-01-01;0;728
2934;1995-01-01;1998-01-01;2;369
2935;1992-01-01;1998-01-01;1;403
2936;1994-01-01;1997-01-01;1;63
2937;1993-01-01;1998-01-01;3;285
2938;1995-01-01;1996-01-01;4;85
2939;1991-01-01;1996-01-01;2;714
2940;1992-01-01;1998-01-01;1;898
2941;1992-01-01;1999-01-01;4;479
2942;1994-01-01;1997-01-01;3;247
2943;1993-01-01;1999-01-01;0;527
2944;1992-01-01;1999-01-01;1;632
2945;1994-01-01;1999-01-01;3;356
2946;1993-01-01;1999-01-01;2;878
2947;1992-01-01;1996-01-01;1;321
2948;1993-01-01;1997-01-01;4;942
2949;1991-01-01;1996-01-01;2;49
2950;1995-01-01;1996-01-01;2;51
2951;1992-01-01;1998-01-01;1;120
2952;1991-01-01;1998-01-01;0;921
2953;1993-01-01;1998-01-01;3;797
2954;1992-01-01;1998-01-01;0;171
2955;1993-01-01;1998-01-01;1;435
2956;1995-01-01;1999-01-01;0;738
2957;1994-01-01;1998-01-01;2;130
2958;1992-01-01;1998-01-01;1;459
2959;1994-01-01;1999-01-01;3;216
2960;1995-01-01;1998-01-01;1;421
2961;1993-01-01;1997-01-01;4;225
2962;1991-01-01;1999-01-01;4;872
2963;1995-01-01;1998-01-01;3;302
2964;1992-01-01;1998-01-01;0;560
2965;1994-01-01;1997-01-01;3;654
2966;1991-01-01;1997-01-01;1;903
2967;1992-01-01;1998-01-01;2;583
2968;1995-01-01;1999-01-01;4;257
2969;1994-01-01;1996-01-01;4;600
2970;1995-01-01;1997-01-01;0;282
2971;1993-01-01;1997-01-01;0;655
2972;1995-01-01;1997-01-01;0;478
2973;1992-01-01;1997-01-01;1;678
2974;1993-01-01;1999-01-01;1;483
2975;1991-01-01;1997-01-01;3;154
2976;1995-01-01;1996-01-01;0;185
2977;1991-01-01;1999-01-01;0;205
2978;1991-01-01;1997-01-01;1;518
2979;1995-01-01;1996-01-01;4;576
2980;1992-01-01;1998-01-01;1;66
2981;1991-01-01;1998-01-01;2;581
2982;1994-01-01;1999-01-01;0;442
2983;1994-01-01;1997-01-01;3;745
2984;1993-01-01;1999-01-01;4;486
2985;1993-01-01;1998-01-01;3;712
2986;1995-01-01;1999-01-01;0;792
2987;1995-01-01;1998-01-01;4;383
2988;1991-01-01;1997-01-01;1;378
2989;1995-01-01;1996-01-01;2;395
2990;1995-01-01;1999-01-01;0;40
2991;1995-01-01;1997-01-01;1;381
2992;1994-01-01;1998-01-01;0;919
2993;1995-01-01;1996-01-01;1;255
2994;1992-01-01;1996-01-01;1;819
2995;1992-01-01;1997-01-01;1;429
2996;1993-01-01;1997-01-01;4;348
2997;1993-01-01;1997-01-01;1;172
2998;1991-01-01;1998-01-01;3;918
2999;1992-01-01;1996-01-01;0;748
3000;1992-01-01;1998-01-01;0;911
3001;1991-01-01;1998-01-01;2;195
3002;1992-01-01;1997-01-01;3;505
3003;1995-01-01;1996-01-01;1;467
3004;1993-01-01;1997-01-01;3;299
3005;1994-01-01;1998-01-01;0;698
3006;1994-01-01;1997-01-01;3;772
3007;1995-01-01;1997-01-01;0;972
3008;1994-01-01;1999-01-01;4;898
3009;1991-01-01;1996-01-01;4;365
3010;1992-01-01;1996-01-01;3;644
3011;1991-01-01;1996-01-01;4;186
3012;1993-01-01;1998-01-01;3;472
3013;1991-01-01;1997-01-01;3;434
3014;1994-01-01;1999-01-01;3;630
3015;1991-01-01;1999-01-01;4;64
3016;1995-01-01;1996-01-01;0;211
3017;1994-01-01;1997-01-01;0;660
3018;1991-01-01;1997-01-01;4;988
3019;1994-01-01;1997-01-01;3;715
3020;1994-01-01;1997-01-01;3;551
3021;1995-01-01;1998-01-01;3;802
3022;1992-01-01;1999-01-01;1;764
3023;1995-01-01;1999-01-01;1;529
3024;1995-01-01;1999-01-01;4;895
3025;1995-01-01;1999-01-01;2;129
3026;1991-01-01;1999-01-01;3;320
3027;1994-01-01;1996-01-01;2;290
3028;1991-01-01;1997-01-01;0;984
3029;1991-01-01;1996-01-01;2;403
3030;1991-01-01;1998-01-01;1;175
3031;1993-01-01;1996-01-01;4;844
3032;1993-01-01;1998-01-01;0;865
3033;1995-01-01;1997-01-01;3;315
3034;1994-01-01;1999-01-01;2;882
3035;1994-01-01;1997-01-01;4;164
3036;1993-01-01;1996-01-01;4;733
3037;1993-01-01;1998-01-01;2;617
3038;1991-01-01;1998-01-01;0;610
3039;1992-01-01;1999-01-01;1;873
3040;1992-01-01;1997-01-01;1;200
3041;1995-01-01;1997-01-01;0;809
3042;1995-01-01;1999-01-01;3;274
3043;1995-01-01;1999-01-01;1;339
3044;1993-01-01;1997-01-01;2;983
3045;1993-01-01;1999-01-01;0;891
3046;1995-01-01;1996-01-01;0;672
3047;1993-01-01;1996-01-01;1;257
3048;1991-01-01;1996-01-01;2;254
3049;1994-01-01;1999-01-01;0;824
3050;1992-01-01;1999-01-01;3;279
3051;1993-01-01;1996-01-01;0;856
3052;1992-01-01;1996-01-01;0;754
3053;1992-01-01;1999-01-01;3;355
3054;1994-01-01;1998-01-01;2;815
3055;1991-01-01;1999-01-01;1;297
3056;1995-01-01;1996-01-01;3;432
3057;1991-01-01;1999-01-01;4;84
3058;1993-01-01;1998-01-01;3;537
3059;1992-01-01;1999-01-01;1;542
3060;1995-01-01;1998-01-01;0;30
3061;1994-01-01;1997-01-01;3;448
3062;1992-01-01;1999-01-01;2;145
3063;1995-01-01;1998-01-01;4;225
3064;1991-01-01;1996-01-01;0;846
3065;1994-01-01;1999-01-01;2;687
3066;1994-01-01;1996-01-01;4;168
3067;1994-01-01;1996-01-01;1;652
3068;1991-01-01;1998-01-01;2;56
3069;1992-01-01;1997-01-01;0;871
3070;1993-01-01;1999-01-01;1;980
3071;1994-01-01;1997-01-01;2;960
3072;1991-01-01;1996-01-01;2;933
3073;1993-01-01;1997-01-01;2;203
3074;1994-01-01;1999-01-01;1;240
3075;1991-01-01;1997-01-01;4;294
3076;1994-01-01;1998-01-01;0;13
3077;1991-01-01;1999-01-01;1;314
3078;1993-01-01;1998-01-01;1;980
3079;1991-01-01;1997-01-01;1;553
3080;1992-01-01;1996-01-01;4;163
3081;1994-01-01;1997-01-01;1;165
3082;1993-01-01;1999-01-01;3;130
3083;1993-01-01;1997-01-01;0;647
3084;1992-01-01;1998-01-01;2;324
3085;1991-01-01;1996-01-01;0;931
3086;1993-01-01;1996-01-01;3;50
3087;1995-01-01;1996-01-01;4;397
3088;1991-01-01;1996-01-01;3;428
3089;1993-01-01;1997-01-01;3;370
3090;1995-01-01;1998-01-01;1;602
3091;1992-01-01;1997-01-01;2;336
3092;1994-01-01;1996-01-01;0;148
3093;1993-01-01;1997-01-01;4;750
3094;1993-01-01;1996-01-01;3;39
3095;1991-01-01;1999-01-01;1;430
3096;1994-01-01;1998-01-01;4;80
3097;1994-01-01;1996-01-01;2;648
3098;1992-01-01;1999-01-01;4;163
3099;1992-01-01;1997-01-01;1;725
3100;1993-01-01;1997-01-01;4;847
3101;1991-01-01;1997-01-01;0;344
3102;1995-01-01;1996-01-01;1;36
3103;1993-01-01;1997-01-01;2;609
3104;1993-01-01;1998-01-01;2;832
3105;1993-01-01;1997-01-01;2;443
3106;1991-01-01;1998-01-01;0;59
3107;1991-01-01;1996-01-01;0;609
3108;1991-01-01;1997-01-01;2;1
3109;1992-01-01;1999-01-01;3;781
3110;1992-01-01;1998-01-01;1;801
3111;1992-01-01;1996-01-01;3;297
3112;1992-01-01;1997-01-01;3;67
3113;1992-01-01;1998-01-01;1;160
3114;1993-01-01;1996-01-01;1;808
3115;1994-01-01;1996-01-01;4;440
3116;1991-01-01;1998-01-01;0;546
3117;1992-01-01;1997-01-01;4;756
3118;1994-01-01;1998-01-01;0;130
3119;1994-01-01;1996-01-01;4;433
3120;1994-01-01;1998-01-01;2;277
3121;1991-01-01;1996-01-01;0;404
3122;1993-01-01;1997-01-01;4;449
3123;1994-01-01;1999-01-01;2;604
3124;1991-01-01;1997-01-01;0;944
3125;1992-01-01;1999-01-01;2;870
3126;1995-01-01;1999-01-01;1;610
3127;1992-01-01;1998-01-01;0;352
3128;1994-01-01;1996-01-01;0;674
3129;1992-01-01;1999-01-01;2;266
3130;1994-01-01;1996-01-01;3;759
3131;1993-01-01;1999-01-01;0;583
3132;1994-01-01;1996-01-01;2;138
3133;1992-01-01;1999-01-01;2;312
3134;1992-01-01;1999-01-01;2;347
3135;1992-01-01;1997-01-01;2;809
3136;1991-01-01;1999-01-01;2;941
3137;1991-01-01;1999-01-01;0;379
3138;1993-01-01;1998-01-01;1;144
3139;1995-01-01;1999-01-01;2;262
3140;1995-01-01;1996-01-01;1;724
3141;1991-01-01;1997-01-01;2;474
3142;1991-01-01;1997-01-01;3;72
3143;1992-01-01;1998-01-01;3;469
3144;1994-01-01;1999-01-01;2;483
3145;1992-01-01;1998-01-01;3;568
3146;1993-01-01;1998-01-01;1;793
3147;1995-01-01;1997-01-01;4;820
3148;1993-01-01;1997-01-01;0;658
3149;1991-01-01;1999-01-01;3;938
3150;1993-01-01;1999-01-01;0;177
3151;1991-01-01;1999-01-01;1;623
3152;1991-01-01;1996-01-01;1;71
3153;1991-01-01;1998-01-01;0;781
3154;1994-01-01;1996-01-01;2;135
3155;1995-01-01;1999-01-01;0;82
3156;1992-01-01;1997-01-01;2;281
3157;1992-01-01;1996-01-01;2;73
3158;1994-01-01;1997-01-01;4;786
3159;1995-01-01;1997-01-01;4;931
3160;1993-01-01;1997-01-01;2;348
3161;1992-01-01;1998-01-01;1;448
3162;1993-01-01;1996-01-01;3;257
3163;1991-01-01;1997-01-01;0;680
3164;1992-01-01;1999-01-01;3;707
3165;1994-01-01;1998-01-01;4;939
3166;1992-01-01;1999-01-01;4;944
3167;1992-01-01;1997-01-01;2;543
3168;1994-01-01;1999-01-01;3;602
3169;1992-01-01;1999-01-01;3;628
3170;1995-01-01;1996-01-01;1;789
3171;1994-01-01;1999-01-01;1;275
3172;1994-01-01;1996-01-01;0;777
3173;1994-01-01;1998-01-01;4;210
3174;1995-01-01;1997-01-01;4;750
3175;1995-01-01;1998-01-01;4;408
3176;1995-01-01;1996-01-01;4;489
3177;1993-01-01;1999-01-01;3;180
3178;1992-01-01;1997-01-01;2;701
3179;1992-01-01;1998-01-01;2;701
3180;1994-01-01;1999-01-01;1;496
3181;1995-01-01;1996-01-01;3;664
3182;1995-01-01;1999-01-01;0;843
3183;1991-01-01;1997-01-01;3;308
3184;1993-01-01;1998-01-01;2;214
3185;1994-01-01;1998-01-01;4;306
3186;1993-01-01;1996-01-01;4;651
3187;1995-01-01;1999-01-01;4;436
3188;1992-01-01;1998-01-01;1;375
3189;1994-01-01;1997-01-01;3;629
3190;1991-01-01;1998-01-01;2;237
3191;1993-01-01;1999-01-01;1;689
3192;1995-01-01;1998-01-01;2;791
3193;1994-01-01;1996-01-01;2;303
3194;1995-01-01;1999-01-01;2;896
3195;1993-01-01;1998-01-01;4;729
3196;1994-01-01;1999-01-01;4;451
3197;1995-01-01;1997-01-01;2;539
3198;1995-01-01;1997-01-01;0;858
3199;1993-01-01;1999-01-01;4;105
3200;1991-01-01;1997-01-01;4;501
3201;1992-01-01;1998-01-01;1;798
3202;1995-01-01;1996-01-01;3;779
3203;1993-01-01;1999-01-01;4;278
3204;1993-01-01;1996-01-01;4;865
3205;1991-01-01;1999-01-01;4;771
3206;1991-01-01;1998-01-01;2;262
3207;1993-01-01;1996-01-01;0;384
3208;1992-01-01;1996-01-01;3;737
3209;1991-01-01;1996-01-01;0;78
3210;1992-01-01;1996-01-01;3;122
3211;1995-01-01;1996-01-01;2;820
3212;1992-01-01;1996-01-01;4;864
3213;1993-01-01;1996-01-01;0;238
3214;1994-01-01;1999-01-01;3;668
3215;1995-01-01;1996-01-01;2;643
3216;1993-01-01;1997-01-01;2;402
3217;1995-01-01;1997-01-01;0;331
3218;1994-01-01;1997-01-01;1;416
3219;1993-01-01;1998-01-01;3;383
3220;1993-01-01;1997-01-01;3;503
3221;1992-01-01;1998-01-01;1;909
3222;1992-01-01;1997-01-01;4;78
3223;1994-01-01;1997-01-01;1;776
3224;1991-01-01;1997-01-01;0;734
3225;1991-01-01;1999-01-01;0;621
3226;1994-01-01;1998-01-01;0;338
3227;1992-01-01;1996-01-01;0;962
3228;1995-01-01;1999-01-01;1;3
3229;1993-01-01;1996-01-01;2;743
3230;1993-01-01;1997-01-01;3;225
3231;1994-01-01;1996-01-01;2;901
3232;1992-01-01;1997-01-01;4;773
3233;1992-01-01;1999-01-01;1;190
3234;1994-01-01;1999-01-01;2;155
3235;1994-01-01;1996-01-01;3;6
3236;1992-01-01;1999-01-01;2;672
3237;1992-01-01;1998-01-01;0;104
3238;1993-01-01;1997-01-01;3;89
3239;1993-01-01;1999-01-01;4;422
3240;1992-01-01;1996-01-01;4;867
3241;1993-01-01;1997-01-01;4;325
3242;1993-01-01;1999-01-01;4;188
3243;1993-01-01;1997-01-01;1;128
3244;1991-01-01;1999-01-01;0;545
3245;1993-01-01;1997-01-01;0;25
3246;1995-01-01;1997-01-01;0;572
3247;1994-01-01;1996-01-01;4;117
3248;1995-01-01;1997-01-01;4;429
3249;1994-01-01;1997-01-01;3;602
3250;1993-01-01;1999-01-01;4;796
3251;1995-01-01;1996-01-01;2;284
3252;1995-01-01;1997-01-01;1;823
3253;1995-01-01;1997-01-01;1;499
3254;1992-01-01;1999-01-01;2;861
3255;1992-01-01;1998-01-01;3;115
3256;1992-01-01;1996-01-01;1;678
3257;1991-01-01;1999-01-01;3;597
3258;1995-01-01;1997-01-01;3;735
3259;1993-01-01;1999-01-01;1;913
3260;1995-01-01;1998-01-01;4;921
3261;1993-01-01;1999-01-01;2;165
3262;1995-01-01;1996-01-01;0;364
3263;1994-01-01;1997-01-01;3;994
3264;1993-01-01;1996-01-01;0;260
3265;1993-01-01;1998-01-01;3;371
3266;1994-01-01;1999-01-01;4;10
3267;1993-01-01;1999-01-01;2;421
3268;1992-01-01;1997-01-01;3;909
3269;1992-01-01;1997-01-01;4;526
3270;1991-01-01;1998-01-01;1;752
3271;1993-01-01;1996-01-01;4;367
3272;1992-01-01;1998-01-01;3;889
3273;1993-01-01;1998-01-01;1;637
3274;1992-01-01;1997-01-01;4;728
3275;1991-01-01;1997-01-01;4;352
3276;1992-01-01;1999-01-01;3;677
3277;1992-01-01;1999-01-01;4;955
3278;1993-01-01;1999-01-01;1;582
3279;1993-01-01;1998-01-01;1;762
3280;1994-01-01;1999-01-01;2;525
3281;1995-01-01;1998-01-01;2;34
3282;1995-01-01;1997-01-01;3;660
3283;1994-01-01;1999-01-01;3;686
3284;1992-01-01;1997-01-01;0;297
3285;1993-01-01;1999-01-01;1;588
3286;1992-01-01;1996-01-01;3;113
3287;1993-01-01;1996-01-01;2;283
3288;1995-01-01;1998-01-01;4;124
3289;1992-01-01;1999-01-01;3;558
3290;1994-01-01;1998-01-01;1;404
3291;1991-01-01;1998-01-01;2;587
3292;1994-01-01;1999-01-01;4;360
3293;1991-01-01;1996-01-01;4;563
3294;1994-01-01;1996-01-01;4;927
3295;1993-01-01;1997-01-01;3;910
3296;1993-01-01;1996-01-01;4;492
3297;1995-01-01;1997-01-01;4;802
3298;1992-01-01;1997-01-01;4;57
3299;1994-01-01;1999-01-01;0;508
3300;1994-01-01;1998-01-01;3;272
3301;1995-01-01;1997-01-01;1;850
3302;1992-01-01;1996-01-01;0;974
3303;1991-01-01;1996-01-01;3;430
3304;1994-01-01;1997-01-01;3;712
3305;1994-01-01;1999-01-01;1;522
3306;1991-01-01;1999-01-01;2;926
3307;1992-01-01;1997-01-01;2;819
3308;1992-01-01;1997-01-01;0;712
3309;1995-01-01;1999-01-01;4;15
3310;1994-01-01;1997-01-01;2;107
3311;1994-01-01;1998-01-01;1;755
3312;1993-01-01;1996-01-01;4;411
3313;1993-01-01;1997-01-01;4;149
3314;1995-01-01;1997-01-01;3;649
3315;1995-01-01;1997-01-01;2;672
3316;1993-01-01;1998-01-01;0;387
3317;1993-01-01;1998-01-01;3;334
3318;1994-01-01;1996-01-01;0;179
3319;1995-01-01;1999-01-01;3;946
3320;1992-01-01;1998-01-01;4;153
3321;1991-01-01;1998-01-01;4;0
3322;1993-01-01;1999-01-01;3;749
3323;1993-01-01;1999-01-01;1;875
3324;1995-01-01;1998-01-01;4;303
3325;1994-01-01;1998-01-01;0;943
3326;1993-01-01;1996-01-01;1;517
3327;1995-01-01;1998-01-01;0;663
3328;1991-01-01;1999-01-01;4;977
3329;1991-01-01;1997-01-01;3;627
3330;1995-01-01;1997-01-01;1;1
3331;1994-01-01;1996-01-01;1;595
3332;1991-01-01;1998-01-01;3;577
3333;1991-01-01;1997-01-01;4;794
3334;1994-01-01;1999-01-01;4;366
3335;1993-01-01;1998-01-01;3;507
3336;1993-01-01;1999-01-01;2;886
3337;1993-01-01;1999-01-01;2;173
3338;1995-01-01;1998-01-01;2;318
3339;1992-01-01;1997-01-01;1;278
3340;1994-01-01;1996-01-01;1;666
3341;1991-01-01;1998-01-01;1;254
3342;1994-01-01;1999-01-01;4;88
3343;1993-01-01;1998-01-01;0;756
3344;1992-01-01;1996-01-01;0;203
3345;1992-01-01;1999-01-01;1;502
3346;1991-01-01;1999-01-01;3;462
3347;1991-01-01;1999-01-01;0;383
3348;1994-01-01;1998-01-01;2;11
3349;1995-01-01;1997-01-01;0;769
3350;1994-01-01;1999-01-01;4;609
3351;1995-01-01;1999-01-01;2;867
3352;1991-01-01;1997-01-01;1;723
3353;1993-01-01;1998-01-01;3;16
3354;1991-01-01;1998-01-01;1;775
3355;1995-01-01;1996-01-01;0;958
3356;1991-01-01;1996-01-01;1;253
3357;1993-01-01;1996-01-01;4;32
3358;1994-01-01;1998-01-01;2;935
3359;1993-01-01;1996-01-01;1;956
3360;1993-01-01;1998-01-01;0;231
3361;1995-01-01;1997-01-01;0;566
3362;1994-01-01;1996-01-01;4;204
3363;1992-01-01;1997-01-01;1;192
3364;1992-01-01;1998-01-01;2;397
3365;1994-01-01;1998-01-01;2;524
3366;1995-01-01;1996-01-01;0;651
3367;1991-01-01;1998-01-01;0;619
3368;1993-01-01;1997-01-01;3;223
3369;1992-01-01;1997-01-01;4;408
3370;1993-01-01;1997-01-01;2;222
