iddomicilio;calle;altura;entrecalle1;entrecalle2;idbarrio
298;AV DE MAYO          ;3111;AV COSTANERA INT HER;AV ARGENTINA        ;14
299;AV COMODORO PY      ;3384;AV ALVEAR           ;AV DE LOS CONSTITUYE;1
300;AV CASARES          ;743;AV CORRIENTES       ;AV COMODORO PY      ;14
301;AV COSTANERA RAFAEL ;3900;AV CANONIGO MIGUEL C;AV COMODORO PY      ;5
302;AV COSTANERA RAFAEL ;3119;AV AMANCIO ALCORTA  ;AV CASEROS          ;13
303;AV COBO             ;2393;AV COSTANERA RAFAEL ;AV COSTANERA RAFAEL ;7
304;AV CURAPALIGUE      ;1214;AV CANONIGO MIGUEL C;AV CORRIENTES       ;11
305;AV ALVAREZ JONTE BAJ;2970;AV CHICLANA         ;AV DE LOS ITALIANOS ;10
306;AV DIAZ VELEZ       ;2475;AV DE LOS CONSTITUYE;AV CASARES          ;12
307;AV BOYACA           ;8;AV CORBETA URUGUAY  ;AV DEL CAMPO        ;2
308;AV BELGRANO         ;2979;AV DE LA RABIDA     ;AV CURAPALIGUE      ;9
309;AV DIRECTORIO       ;888;AV BELISARIO ROLDAN ;AV BOYACA           ;3
310;AV CRISOLOGO LARRALD;676;AV BRUIX            ;AV CABILDO          ;12
311;AV BOYACA           ;2111;AV DEL FOMENTISTA   ;AV COLOMBIA         ;8
312;AV CALLAO           ;2435;AV ALMTE BROWN      ;AV COLOMBIA         ;5
313;AV BOYACA           ;711;AV DARACT           ;AV ALVEAR           ;5
314;AV CASARES          ;2212;AV CARABOBO         ;AV ALVAREZ THOMAS   ;9
315;AV COBO             ;1317;AV CASEROS          ;AV CORRIENTES       ;4
316;AV ALMAFUERTE       ;3288;AV DE LA RABIDA     ;AV AMANCIO ALCORTA  ;1
317;AV BOYACA           ;4831;AV AMANCIO ALCORTA  ;AV DEL CAMPO        ;14
318;AV ALBARELLOS       ;1950;AV CASEROS          ;AV DARACT           ;9
319;AV DE LOS CONSTITUYE;1716;AV CNL ROCA         ;AV CASARES          ;13
320;AV CRISOLOGO LARRALD;2336;AV CNL ROCA         ;AV DE LA RABIDA     ;3
321;AV BELISARIO ROLDAN ;2400;AV ALMTE BROWN      ;AV CORBETA URUGUAY  ;5
322;AV COMODORO PY      ;2409;AV COBO             ;AV CORBETA URUGUAY  ;13
323;AV DEL LIBERTADOR   ;1011;AV BOYACA           ;AV COSTANERA RAFAEL ;10
324;AV ASAMBLEA         ;1596;AV DE LOS INCAS     ;AV 9 DE JULIO       ;14
325;AV ASTURIAS         ;3198;AV CNL DIAZ         ;AV DE LOS INMIGRANTE;6
326;AV DE LOS CORRALES  ;4314;AV CHORROARIN       ;AV CURAPALIGUE      ;3
327;AV DE LOS CORRALES  ;4976;AV CABILDO          ;AV ALMAFUERTE       ;3
328;AV ALVEAR           ;3804;AV BOYACA           ;AV DEL BARCO CENTENE;7
329;AV CNL NICETO VEGA  ;2208;AV CARABOBO         ;AV DEL LIBERTADOR   ;9
330;AV COSTANERA RAFAEL ;2471;AV CABILDO          ;AV CANONIGO MIGUEL C;10
331;AV CANONIGO MIGUEL C;704;AV DEL BARCO CENTENE;AV ASTURIAS         ;9
332;AV DE LOS ITALIANOS ;4940;AV 27 DE FEBRERO    ;AV CALLAO           ;8
333;AV ALBARELLOS       ;4144;AV CORRIENTES       ;AV COSTANERA RAFAEL ;10
334;AV CHORROARIN       ;1056;AV DE MAYO          ;AV COMODORO PY      ;14
335;AV DEL BARCO CENTENE;240;AV ALVAREZ JONTE    ;AV COBO             ;12
336;AV CNL NICETO VEGA  ;547;AV CDORO MARTIN RIVA;AV DIRECTORIO       ;4
337;AV CARABOBO         ;2331;AV ALMAFUERTE       ;AV ALMTE BROWN      ;5
338;AV CHORROARIN       ;47;AV DEL FOMENTISTA   ;AV DIAZ VELEZ       ;6
339;AV DARACT           ;2898;AV DERQUI           ;AV CNL NICETO VEGA  ;2
340;AV CASEROS          ;1466;AV 27 DE FEBRERO    ;AV CRISOLOGO LARRALD;10
341;AV ALMAFUERTE       ;276;AV COBO             ;AV DE LOS CORRALES  ;13
342;AV ALVAREZ THOMAS   ;2432;AV BOYACA           ;AV BOEDO            ;7
343;AV CORBETA URUGUAY  ;2016;AV ALMAFUERTE       ;AV CNL ROCA         ;3
344;AV ALVAREZ JONTE    ;42;AV CARABOBO         ;AV ALVAREZ THOMAS   ;10
345;AV DE LAS CABALLERIZ;1867;AV CNL DIAZ         ;AV ADOLFO BERRO     ;4
346;AV BELISARIO ROLDAN ;522;AV BOYACA           ;AV CORRIENTES       ;11
347;AV DE LOS ITALIANOS ;3140;AV CORRIENTES       ;AV CNL ROCA         ;5
348;AV DE LA RABIDA     ;1189;AV 27 DE FEBRERO    ;AV DE LAS CABALLERIZ;11
349;AV DE LOS INMIGRANTE;3669;AV ALVAREZ JONTE BAJ;AV ALVAREZ JONTE BAJ;6
350;AV BRUIX            ;4989;AV CURAPALIGUE      ;AV CORRIENTES       ;1
351;AV CNL CARDENAS     ;677;AV DIAZ VELEZ       ;AV DERQUI           ;7
352;AV AVELLANEDA       ;2871;AV CARABOBO         ;AV ADOLFO BERRO     ;11
353;AV BRUIX            ;4394;AV DEL CAMPO        ;AV ASTURIAS         ;2
354;AV CNL NICETO VEGA  ;3422;AV DEL LIBERTADOR   ;AV DERQUI           ;10
355;AV BRUIX            ;2799;AV CANONIGO MIGUEL C;AV DERQUI           ;6
356;AV ASAMBLEA         ;1896;AV ASAMBLEA         ;AV DIRECTORIO       ;5
357;AV AMANCIO ALCORTA  ;3368;AV BOEDO            ;AV DEL FOMENTISTA   ;5
358;AV ALVAREZ JONTE BAJ;4227;AV CURAPALIGUE      ;AV ALMAFUERTE       ;8
359;AV CASEROS          ;4556;AV CNL DIAZ         ;AV CALLAO           ;14
360;AV CANONIGO MIGUEL C;498;AV AMANCIO ALCORTA  ;AV CANONIGO MIGUEL C;10
361;AV ALVAREZ THOMAS   ;2620;AV DIAZ VELEZ       ;AV CABILDO          ;14
362;AV BELGRANO         ;1707;AV BELISARIO ROLDAN ;AV CRISOLOGO LARRALD;5
363;AV DE LOS CONSTITUYE;1285;AV BRUIX            ;AV CDORO MARTIN RIVA;2
364;AV ALVAREZ JONTE BAJ;4743;AV ASAMBLEA         ;AV CURAPALIGUE      ;5
365;AV COSTANERA INT HER;4661;AV ALVAREZ JONTE BAJ;AV ALBARELLOS       ;4
366;AV DE LOS CONSTITUYE;2880;AV ARGENTINA        ;AV DE LOS INMIGRANTE;10
367;AV CARLOS J FINLAY  ;2277;AV DIRECTORIO       ;AV CNL CARDENAS     ;7
368;AV DE LOS ITALIANOS ;814;AV CORRIENTES       ;AV DE MAYO          ;5
369;AV ASTURIAS         ;3236;AV CRISOLOGO LARRALD;AV ARGENTINA        ;8
370;AV DEL CAMPO        ;608;AV DE MAYO          ;AV DIRECTORIO       ;14
371;AV CDORO MARTIN RIVA;3887;AV CASEROS          ;AV DEL FOMENTISTA   ;11
372;AV ALBARELLOS       ;3578;AV DE LOS ITALIANOS ;AV DEL LIBERTADOR   ;7
373;AV BELISARIO ROLDAN ;1540;AV DEL BARCO CENTENE;AV CNL DIAZ         ;11
374;AV CANONIGO MIGUEL C;2264;AV DE LOS CORRALES  ;AV BOEDO            ;3
375;AV CALLAO           ;1844;AV DE MAYO          ;AV CURAPALIGUE      ;5
376;AV DIRECTORIO       ;2398;AV CASEROS          ;AV CARLOS J FINLAY  ;4
377;AV DIRECTORIO       ;49;AV CASEROS          ;AV DIRECTORIO       ;9
378;AV COBO             ;4504;AV CABILDO          ;AV ALMTE BROWN      ;6
379;AV CORRIENTES       ;726;AV CORDOBA          ;AV DE MAYO          ;6
380;AV DIRECTORIO       ;2770;AV BOEDO            ;AV ASTURIAS         ;14
381;AV BELISARIO ROLDAN ;3948;AV ASTURIAS         ;AV CORDOBA          ;7
382;AV CURAPALIGUE      ;2600;AV BOEDO            ;AV DARACT           ;13
383;AV CNL DIAZ         ;3597;AV CARABOBO         ;AV ALVAREZ JONTE    ;3
384;AV DIAZ VELEZ       ;1857;AV ALMTE BROWN      ;AV ALVEAR           ;2
385;AV CHORROARIN       ;964;AV ALMTE BROWN      ;AV CHICLANA         ;6
386;AV COSTANERA INT HER;1436;AV DE LOS ITALIANOS ;AV DE LOS CONSTITUYE;8
387;AV CNL ROCA         ;854;AV CORDOBA          ;AV ASAMBLEA         ;4
388;AV DE LOS CONSTITUYE;1677;AV DE LOS INMIGRANTE;AV CHICLANA         ;7
389;AV CASARES          ;3474;AV CNL DIAZ         ;AV ALBARELLOS       ;10
390;AV ALVAREZ JONTE    ;735;AV BOEDO            ;AV DARACT           ;4
391;AV CASEROS          ;3923;AV COLOMBIA         ;AV ALVEAR           ;13
392;AV CALLAO           ;169;AV CNL NICETO VEGA  ;AV CORDOBA          ;2
393;AV BELISARIO ROLDAN ;2746;AV DE LOS CONSTITUYE;AV DIAZ VELEZ       ;9
394;AV DE LOS CORRALES  ;2083;AV DEL LIBERTADOR   ;AV BELGRANO         ;6
395;AV DE LOS INCAS     ;1753;AV COSTANERA RAFAEL ;AV ASAMBLEA         ;10
396;AV BOYACA           ;3832;AV DE LOS CORRALES  ;AV CASEROS          ;13
397;AV CALLAO           ;1429;AV CALLAO           ;AV COBO             ;2
398;AV CNL NICETO VEGA  ;1823;AV CURAPALIGUE      ;AV ALVEAR           ;8
399;AV DEL FOMENTISTA   ;3646;AV BRUIX            ;AV ALMAFUERTE       ;5
400;AV DE LOS CORRALES  ;4875;AV DARACT           ;AV DARACT           ;13
401;AV COLOMBIA         ;1230;AV CABILDO          ;AV ALMTE BROWN      ;6
402;AV DE LAS CABALLERIZ;4059;AV DARACT           ;AV BOEDO            ;14
403;AV DEL BARCO CENTENE;4647;AV ARGENTINA        ;AV ASAMBLEA         ;1
404;AV DE LOS INMIGRANTE;4548;AV AMANCIO ALCORTA  ;AV DE LOS ITALIANOS ;1
405;AV DEL BARCO CENTENE;3377;AV CORRIENTES       ;AV CORBETA URUGUAY  ;3
406;AV DE LOS INCAS     ;3199;AV CURAPALIGUE      ;AV CALLAO           ;1
407;AV COMODORO PY      ;3873;AV AMANCIO ALCORTA  ;AV CALLAO           ;6
408;AV DEL LIBERTADOR   ;4312;AV DEL LIBERTADOR   ;AV BELGRANO         ;8
409;AV DEL BARCO CENTENE;2148;AV CASARES          ;AV DE LOS INMIGRANTE;5
410;AV DIAZ VELEZ       ;3606;AV CORBETA URUGUAY  ;AV BOEDO            ;12
411;AV CURAPALIGUE      ;2991;AV CNL NICETO VEGA  ;AV DE LA RABIDA     ;5
412;AV COLOMBIA         ;4078;AV DARACT           ;AV BELISARIO ROLDAN ;5
413;AV DE LOS ITALIANOS ;836;AV CNL CARDENAS     ;AV CANONIGO MIGUEL C;2
414;AV DEL LIBERTADOR   ;1855;AV DE LAS CABALLERIZ;AV ALVAREZ THOMAS   ;6
415;AV 27 DE FEBRERO    ;1063;AV ASAMBLEA         ;AV CNL DIAZ         ;9
416;AV 27 DE FEBRERO    ;2098;AV DEL CAMPO        ;AV COMODORO PY      ;1
417;AV CNL DIAZ         ;1515;AV CALLAO           ;AV DE LOS CORRALES  ;12
418;AV CASEROS          ;287;AV DERQUI           ;AV CURAPALIGUE      ;8
419;AV ARGENTINA        ;3081;AV ALMAFUERTE       ;AV ARGENTINA        ;1
420;AV ALVEAR           ;4289;AV DE LOS INCAS     ;AV CHICLANA         ;6
421;AV AVELLANEDA       ;1946;AV CHICLANA         ;AV BOYACA           ;10
422;AV CURAPALIGUE      ;4273;AV CNL DIAZ         ;AV COLOMBIA         ;4
423;AV COMODORO PY      ;1962;AV COSTANERA RAFAEL ;AV DEL LIBERTADOR   ;11
424;AV CNL DIAZ         ;4338;AV 9 DE JULIO       ;AV DE LOS INMIGRANTE;9
425;AV ASTURIAS         ;3334;AV DEL LIBERTADOR   ;AV DE LOS CORRALES  ;14
426;AV ALVAREZ THOMAS   ;4781;AV DIAZ VELEZ       ;AV 27 DE FEBRERO    ;2
427;AV BELGRANO         ;2696;AV DERQUI           ;AV CASEROS          ;14
428;AV 9 DE JULIO       ;4220;AV DE LA RABIDA     ;AV AMANCIO ALCORTA  ;1
429;AV COSTANERA INT HER;2349;AV CARLOS J FINLAY  ;AV COSTANERA INT HER;8
430;AV AMANCIO ALCORTA  ;1073;AV ASTURIAS         ;AV CNL DIAZ         ;5
431;AV CALLAO           ;4235;AV COBO             ;AV COSTANERA INT HER;8
432;AV BOEDO            ;2109;AV DE LA RABIDA     ;AV BOEDO            ;11
433;AV DE LOS INMIGRANTE;4510;AV 27 DE FEBRERO    ;AV DE LOS INCAS     ;1
434;AV DEL CAMPO        ;4974;AV BOEDO            ;AV DEL BARCO CENTENE;14
435;AV DE LAS CABALLERIZ;1071;AV CNL CARDENAS     ;AV DE LOS INCAS     ;2
436;AV CHORROARIN       ;3730;AV BOYACA           ;AV COBO             ;2
437;AV CORRIENTES       ;3913;AV DIAZ VELEZ       ;AV DE MAYO          ;3
438;AV ALVAREZ JONTE    ;3549;AV CHORROARIN       ;AV DE LAS CABALLERIZ;6
439;AV DARACT           ;2599;AV CORRIENTES       ;AV BOYACA           ;2
440;AV ALVAREZ JONTE BAJ;4948;AV DE LAS CABALLERIZ;AV DIRECTORIO       ;13
441;AV ASAMBLEA         ;1169;AV DIRECTORIO       ;AV CASEROS          ;9
442;AV DEL CAMPO        ;774;AV CNL DIAZ         ;AV DE LAS CABALLERIZ;13
443;AV ALVEAR           ;554;AV CORBETA URUGUAY  ;AV CNL ROCA         ;1
444;AV DE LOS ITALIANOS ;4405;AV ALBARELLOS       ;AV CNL NICETO VEGA  ;7
445;AV DE LAS CABALLERIZ;3344;AV CARABOBO         ;AV CORRIENTES       ;7
446;AV ADOLFO BERRO     ;3095;AV CURAPALIGUE      ;AV BELISARIO ROLDAN ;11
447;AV CNL CARDENAS     ;3079;AV CABILDO          ;AV CURAPALIGUE      ;10
448;AV AMANCIO ALCORTA  ;2917;AV CNL CARDENAS     ;AV CHICLANA         ;8
449;AV ASAMBLEA         ;3797;AV CHICLANA         ;AV CASEROS          ;8
450;AV DEL FOMENTISTA   ;530;AV CORRIENTES       ;AV BELISARIO ROLDAN ;4
451;AV ALVAREZ JONTE    ;4159;AV CNL CARDENAS     ;AV CDORO MARTIN RIVA;5
452;AV DIRECTORIO       ;4208;AV DEL CAMPO        ;AV CNL NICETO VEGA  ;7
453;AV AMANCIO ALCORTA  ;3259;AV DE LOS INMIGRANTE;AV DEL BARCO CENTENE;10
454;AV CALLAO           ;1682;AV CABILDO          ;AV ADOLFO BERRO     ;5
455;AV DARACT           ;4337;AV COSTANERA RAFAEL ;AV CNL NICETO VEGA  ;12
456;AV ASTURIAS         ;4480;AV AVELLANEDA       ;AV BOYACA           ;2
457;AV CNL CARDENAS     ;3069;AV DARACT           ;AV ALVAREZ THOMAS   ;10
458;AV CARLOS J FINLAY  ;1991;AV DEL BARCO CENTENE;AV DE MAYO          ;10
459;AV ASAMBLEA         ;1357;AV DE LOS INCAS     ;AV DEL BARCO CENTENE;11
460;AV DEL LIBERTADOR   ;3080;AV DE LOS CONSTITUYE;AV ADOLFO BERRO     ;9
461;AV CNL ROCA         ;3548;AV 27 DE FEBRERO    ;AV DEL CAMPO        ;10
462;AV DE LOS ITALIANOS ;1598;AV DE LOS INMIGRANTE;AV CHICLANA         ;1
463;AV DEL FOMENTISTA   ;383;AV CRISOLOGO LARRALD;AV CHORROARIN       ;13
464;AV CALLAO           ;1426;AV 27 DE FEBRERO    ;AV BRUIX            ;12
465;AV DIAZ VELEZ       ;4733;AV DEL LIBERTADOR   ;AV ASTURIAS         ;1
466;AV ALMTE BROWN      ;2881;AV ALBARELLOS       ;AV CNL CARDENAS     ;10
467;AV DEL CAMPO        ;3921;AV ALBARELLOS       ;AV DE MAYO          ;11
468;AV CORBETA URUGUAY  ;742;AV COSTANERA INT HER;AV ASTURIAS         ;5
469;AV CABILDO          ;294;AV ALVEAR           ;AV CDORO MARTIN RIVA;8
470;AV DE LOS INCAS     ;4717;AV BRUIX            ;AV CARABOBO         ;12
471;AV DE LA RABIDA     ;1975;AV BOEDO            ;AV DEL FOMENTISTA   ;14
472;AV CNL DIAZ         ;970;AV DEL BARCO CENTENE;AV COLOMBIA         ;4
473;AV CDORO MARTIN RIVA;4117;AV DEL BARCO CENTENE;AV DE MAYO          ;7
474;AV ALVAREZ JONTE BAJ;1318;AV COSTANERA INT HER;AV ASAMBLEA         ;2
475;AV ASAMBLEA         ;4802;AV ALVAREZ JONTE    ;AV DEL BARCO CENTENE;14
476;AV ADOLFO BERRO     ;2566;AV CURAPALIGUE      ;AV CASEROS          ;8
477;AV COSTANERA RAFAEL ;1678;AV BELGRANO         ;AV BELGRANO         ;6
478;AV DE LOS ITALIANOS ;3317;AV ADOLFO BERRO     ;AV CANONIGO MIGUEL C;7
479;AV DARACT           ;2707;AV DE LOS INCAS     ;AV ARGENTINA        ;13
480;AV BELGRANO         ;2692;AV CDORO MARTIN RIVA;AV COLOMBIA         ;3
481;AV CABILDO          ;3406;AV ARGENTINA        ;AV AMANCIO ALCORTA  ;8
482;AV DE LAS CABALLERIZ;1039;AV CRISOLOGO LARRALD;AV BELISARIO ROLDAN ;14
483;AV CORBETA URUGUAY  ;524;AV COMODORO PY      ;AV ALVAREZ JONTE    ;7
484;AV DEL FOMENTISTA   ;2519;AV DE LOS ITALIANOS ;AV BRUIX            ;6
485;AV DEL FOMENTISTA   ;1899;AV CABILDO          ;AV ALVAREZ THOMAS   ;3
486;AV DEL FOMENTISTA   ;1457;AV COMODORO PY      ;AV 27 DE FEBRERO    ;14
487;AV CNL DIAZ         ;4180;AV COSTANERA RAFAEL ;AV CABILDO          ;11
488;AV CALLAO           ;3076;AV CORBETA URUGUAY  ;AV CDORO MARTIN RIVA;4
489;AV DE LOS INCAS     ;3225;AV ALBARELLOS       ;AV BRUIX            ;9
490;AV DE LAS CABALLERIZ;85;AV CASEROS          ;AV ALVEAR           ;6
491;AV ALVAREZ JONTE BAJ;4065;AV DE LOS CONSTITUYE;AV ALVAREZ JONTE BAJ;5
492;AV BELISARIO ROLDAN ;599;AV 27 DE FEBRERO    ;AV ASAMBLEA         ;1
493;AV ALMTE BROWN      ;1894;AV BELISARIO ROLDAN ;AV DERQUI           ;7
494;AV CURAPALIGUE      ;3006;AV COBO             ;AV CARLOS J FINLAY  ;3
495;AV AVELLANEDA       ;4084;AV CRISOLOGO LARRALD;AV ALMAFUERTE       ;9
496;AV 27 DE FEBRERO    ;1105;AV DEL LIBERTADOR   ;AV ADOLFO BERRO     ;8
497;AV ALBARELLOS       ;4845;AV DE MAYO          ;AV DEL BARCO CENTENE;7
498;AV CNL NICETO VEGA  ;3605;AV COLOMBIA         ;AV DIAZ VELEZ       ;3
499;AV BELGRANO         ;3672;AV ALVEAR           ;AV 9 DE JULIO       ;2
500;AV ALVAREZ THOMAS   ;4237;AV COLOMBIA         ;AV DIRECTORIO       ;3
501;AV ARGENTINA        ;4561;AV AVELLANEDA       ;AV DEL CAMPO        ;4
502;AV BOYACA           ;188;AV DARACT           ;AV COLOMBIA         ;6
503;AV CASARES          ;4545;AV ASAMBLEA         ;AV DARACT           ;12
504;AV DE LOS ITALIANOS ;1867;AV CANONIGO MIGUEL C;AV CHICLANA         ;13
505;AV ALMTE BROWN      ;2375;AV CALLAO           ;AV COSTANERA INT HER;4
506;AV 9 DE JULIO       ;2974;AV COBO             ;AV ALVAREZ THOMAS   ;9
507;AV DE LA RABIDA     ;4483;AV COBO             ;AV DE LOS CORRALES  ;5
508;AV DEL LIBERTADOR   ;2786;AV CASEROS          ;AV COSTANERA RAFAEL ;11
509;AV CURAPALIGUE      ;1087;AV ALBARELLOS       ;AV CASARES          ;13
510;AV CRISOLOGO LARRALD;4685;AV DEL CAMPO        ;AV DEL BARCO CENTENE;13
511;AV ALVAREZ THOMAS   ;616;AV ARGENTINA        ;AV CRISOLOGO LARRALD;3
512;AV ALMTE BROWN      ;4839;AV 27 DE FEBRERO    ;AV CNL DIAZ         ;5
513;AV COSTANERA INT HER;4470;AV CORDOBA          ;AV ALVAREZ JONTE BAJ;7
514;AV 27 DE FEBRERO    ;1424;AV 27 DE FEBRERO    ;AV CHORROARIN       ;7
515;AV DE LOS INMIGRANTE;4421;AV ALMTE BROWN      ;AV DE LA RABIDA     ;8
516;AV DERQUI           ;3427;AV BELGRANO         ;AV COLOMBIA         ;13
517;AV CNL ROCA         ;2392;AV ALVAREZ JONTE BAJ;AV BELGRANO         ;4
518;AV BRUIX            ;493;AV ALVEAR           ;AV 9 DE JULIO       ;4
519;AV BELISARIO ROLDAN ;3507;AV CRISOLOGO LARRALD;AV ASTURIAS         ;1
520;AV CORDOBA          ;1503;AV ALVAREZ THOMAS   ;AV COMODORO PY      ;5
521;AV DIAZ VELEZ       ;1474;AV ALMAFUERTE       ;AV COLOMBIA         ;2
522;AV DE LOS ITALIANOS ;1548;AV BOEDO            ;AV ASTURIAS         ;12
523;AV DIAZ VELEZ       ;3087;AV ALBARELLOS       ;AV BRUIX            ;9
524;AV DARACT           ;2927;AV BRUIX            ;AV CARLOS J FINLAY  ;2
525;AV CALLAO           ;1205;AV CRISOLOGO LARRALD;AV CHICLANA         ;2
526;AV DE MAYO          ;4441;AV DIRECTORIO       ;AV CORDOBA          ;4
527;AV COMODORO PY      ;303;AV ASAMBLEA         ;AV DERQUI           ;9
528;AV CORDOBA          ;4385;AV CORDOBA          ;AV ARGENTINA        ;3
529;AV CHICLANA         ;510;AV ADOLFO BERRO     ;AV CHICLANA         ;8
530;AV ADOLFO BERRO     ;4445;AV AVELLANEDA       ;AV COSTANERA RAFAEL ;1
531;AV COSTANERA RAFAEL ;4732;AV ALBARELLOS       ;AV DE LOS CORRALES  ;8
532;AV AMANCIO ALCORTA  ;1991;AV ALVAREZ JONTE    ;AV CNL DIAZ         ;7
533;AV COMODORO PY      ;2977;AV CORRIENTES       ;AV DE LOS ITALIANOS ;5
534;AV COLOMBIA         ;2077;AV DE LOS ITALIANOS ;AV 27 DE FEBRERO    ;5
535;AV BELISARIO ROLDAN ;4366;AV BELGRANO         ;AV CRISOLOGO LARRALD;14
536;AV CABILDO          ;3753;AV DIAZ VELEZ       ;AV COLOMBIA         ;4
537;AV CHICLANA         ;795;AV CHICLANA         ;AV COSTANERA INT HER;6
538;AV DIAZ VELEZ       ;1760;AV DARACT           ;AV DE LOS ITALIANOS ;6
539;AV ARGENTINA        ;1826;AV CABILDO          ;AV CRISOLOGO LARRALD;1
540;AV CANONIGO MIGUEL C;4139;AV BELGRANO         ;AV CURAPALIGUE      ;2
541;AV ASTURIAS         ;3486;AV COSTANERA INT HER;AV CORBETA URUGUAY  ;10
542;AV DE LA RABIDA     ;2549;AV CORBETA URUGUAY  ;AV DEL FOMENTISTA   ;2
543;AV DARACT           ;2480;AV CHICLANA         ;AV DIAZ VELEZ       ;9
544;AV DE LOS CORRALES  ;3194;AV DEL BARCO CENTENE;AV DIAZ VELEZ       ;12
545;AV DEL LIBERTADOR   ;49;AV DEL BARCO CENTENE;AV ARGENTINA        ;13
546;AV CNL NICETO VEGA  ;1107;AV ALBARELLOS       ;AV COMODORO PY      ;2
547;AV CNL CARDENAS     ;1857;AV ASTURIAS         ;AV DE LOS INMIGRANTE;2
548;AV CURAPALIGUE      ;3802;AV CORBETA URUGUAY  ;AV DIRECTORIO       ;1
549;AV 27 DE FEBRERO    ;1708;AV CNL CARDENAS     ;AV CARLOS J FINLAY  ;3
550;AV COSTANERA INT HER;1807;AV DE LA RABIDA     ;AV DE LA RABIDA     ;10
551;AV BOEDO            ;4731;AV ASAMBLEA         ;AV DERQUI           ;3
552;AV DE MAYO          ;2316;AV DE LAS CABALLERIZ;AV ALVAREZ JONTE BAJ;14
553;AV CNL DIAZ         ;4433;AV ALVAREZ THOMAS   ;AV ALVEAR           ;3
554;AV ALVAREZ JONTE BAJ;628;AV CASARES          ;AV CASEROS          ;12
555;AV DE LOS ITALIANOS ;2472;AV ALVAREZ THOMAS   ;AV COMODORO PY      ;7
556;AV BOYACA           ;231;AV CALLAO           ;AV CURAPALIGUE      ;11
557;AV COLOMBIA         ;4211;AV DE LOS ITALIANOS ;AV CALLAO           ;3
558;AV ALVAREZ JONTE    ;2476;AV ASTURIAS         ;AV COSTANERA RAFAEL ;4
559;AV CORRIENTES       ;4210;AV ALMAFUERTE       ;AV CORBETA URUGUAY  ;1
560;AV ALVAREZ JONTE BAJ;3293;AV DE LOS CORRALES  ;AV COLOMBIA         ;2
561;AV ALVAREZ THOMAS   ;4394;AV COSTANERA RAFAEL ;AV CASARES          ;12
562;AV CARLOS J FINLAY  ;2393;AV CORBETA URUGUAY  ;AV ALMTE BROWN      ;2
563;AV CABILDO          ;4676;AV COMODORO PY      ;AV ALBARELLOS       ;11
564;AV ASTURIAS         ;2033;AV COBO             ;AV CASEROS          ;4
565;AV COSTANERA INT HER;4985;AV CARABOBO         ;AV DEL FOMENTISTA   ;2
566;AV 9 DE JULIO       ;4896;AV ALMAFUERTE       ;AV BELISARIO ROLDAN ;6
567;AV CNL ROCA         ;4939;AV CANONIGO MIGUEL C;AV DEL CAMPO        ;2
568;AV DEL CAMPO        ;1510;AV CNL NICETO VEGA  ;AV CHORROARIN       ;9
569;AV CDORO MARTIN RIVA;2255;AV CHICLANA         ;AV DE LOS INMIGRANTE;5
570;AV CNL NICETO VEGA  ;4575;AV ARGENTINA        ;AV CRISOLOGO LARRALD;14
571;AV DE LOS CORRALES  ;3818;AV CASEROS          ;AV AMANCIO ALCORTA  ;14
572;AV ALVAREZ JONTE BAJ;4482;AV COMODORO PY      ;AV CORBETA URUGUAY  ;3
573;AV DEL CAMPO        ;301;AV CASARES          ;AV DARACT           ;14
574;AV DE MAYO          ;289;AV 9 DE JULIO       ;AV ALMTE BROWN      ;2
575;AV COSTANERA INT HER;1714;AV ADOLFO BERRO     ;AV ALVEAR           ;3
576;AV BOEDO            ;3552;AV ALMTE BROWN      ;AV DE LAS CABALLERIZ;14
577;AV ARGENTINA        ;3120;AV DERQUI           ;AV DIRECTORIO       ;11
578;AV BOEDO            ;1398;AV BOYACA           ;AV ALBARELLOS       ;10
579;AV DE LOS CORRALES  ;3845;AV AVELLANEDA       ;AV DE LOS INMIGRANTE;1
580;AV ASTURIAS         ;809;AV DE LOS ITALIANOS ;AV DEL CAMPO        ;5
581;AV ALVAREZ JONTE BAJ;4908;AV COSTANERA RAFAEL ;AV CNL ROCA         ;13
582;AV DE LOS CONSTITUYE;384;AV COSTANERA INT HER;AV COSTANERA INT HER;6
583;AV CORRIENTES       ;3798;AV ALVAREZ JONTE BAJ;AV CNL DIAZ         ;1
584;AV ALBARELLOS       ;1749;AV CNL DIAZ         ;AV CNL ROCA         ;11
585;AV DE LOS INMIGRANTE;2152;AV CNL CARDENAS     ;AV AVELLANEDA       ;14
586;AV CRISOLOGO LARRALD;3029;AV COLOMBIA         ;AV DEL LIBERTADOR   ;14
587;AV BELISARIO ROLDAN ;3956;AV CASEROS          ;AV CDORO MARTIN RIVA;2
588;AV ALBARELLOS       ;984;AV ALVAREZ JONTE BAJ;AV CORDOBA          ;12
589;AV DE LAS CABALLERIZ;1864;AV CHICLANA         ;AV CDORO MARTIN RIVA;9
590;AV 27 DE FEBRERO    ;1862;AV CASARES          ;AV 27 DE FEBRERO    ;7
591;AV CNL NICETO VEGA  ;1444;AV ARGENTINA        ;AV BOYACA           ;1
592;AV DE MAYO          ;1590;AV CNL DIAZ         ;AV COLOMBIA         ;8
593;AV COLOMBIA         ;1707;AV ALVAREZ JONTE BAJ;AV COSTANERA INT HER;12
594;AV ALBARELLOS       ;3908;AV DARACT           ;AV DEL CAMPO        ;2
